complaint_text,topic,is_new_topic
My credit card minimum payment due is incorrect. The calculation doesn't match my statement. I'm considering switching banks over this.,credit_card_billing,False
I'm experiencing an issue where i want to cancel my BNPL plan but there's no cancellation option in the app.,bnpl_payment_dispute,True
This is my third complaint about this issue. i've requested OTP 10 times in the last hour and haven't received a single one.,mobile_app_otp,False
"I've been a loyal customer for years and now your mobile app login page just spins and never loads. I've been unable to access my account since March 15, 2026.",mobile_app_login,False
"Dear support team, credit card reward points were deducted from my account without my knowledge. I expect a response within 24 hours.",credit_card_billing,False
I'm experiencing an issue where i want to cancel my BNPL plan but there's no cancellation option in the app. I'm very disappointed.,bnpl_payment_dispute,True
I am extremely frustrated because i'm being charged an annual fee I never agreed to on my credit card account. Please resolve this immediately.,credit_card_billing,False
ETC card top-up via ATM was successful but the balance on the card wasn't updated. I'm considering switching banks over this.,etc_card_topup,False
I'm experiencing an issue where the QR scanner in your app doesn't open. I tap the icon and nothing happens.,qr_payment_failure,True
My virtual credit card limit doesn't match what I set when I created it. This is urgently needed.,virtual_card_issue,True
I made a BNPL purchase but it doesn't appear in my loan or installment section.,bnpl_payment_dispute,True
I'm contacting you because the top-up limit for my ETC card was reduced without notice. I cannot add the amount I need. Please resolve this immediately.,etc_card_topup,False
Virtual card transactions are not showing up in my transaction history. Please look into this immediately.,virtual_card_issue,True
I sold my crypto holdings but the proceeds haven't been credited to my bank account after 5 days. I'm very disappointed.,crypto_wallet_error,True
"Dear support team, your bank's website certificate has expired and my browser won't let me access online banking. This is affecting my daily life.",online_banking_access,False
"I've been a loyal customer for years and now i'm embarrassed — my Unified Bank credit card was declined in front of everyone at the restaurant, even with sufficient credit limit. I will escalate to the regulator if this is not resolved.",credit_card_declined,False
I want to report a problem: i'm getting charged for virtual card transactions I never made.,virtual_card_issue,True
Urgent complaint: your app's face recognition feature is not working in low light. I have to type my password every time. This is urgently needed.,biometric_auth_failure,True
I signed up for buy-now-pay-later through your bank but my installment amount is incorrect. I'm very disappointed.,bnpl_payment_dispute,True
I'm experiencing an issue where i cannot withdraw crypto to my hardware wallet. The destination address field rejects valid addresses.,crypto_wallet_error,True
My BNPL payment was rejected even though I have sufficient balance in my account. This is urgently needed.,bnpl_payment_dispute,True
I received a late payment fee for my BNPL even though I set up auto-debit.,bnpl_payment_dispute,True
Online banking shows my old address and I cannot update my profile. The save button is broken.,online_banking_access,False
The banking app on my Pixel 8 won't let me sign in. I've tried resetting my password three times but the login still fails.,mobile_app_login,False
I want to report a problem: i paid via QR code but the merchant's system shows payment not received while my account was debited.,qr_payment_failure,True
My face recognition login stopped working after the latest bank app update. It keeps saying 'Face not recognized'.,biometric_auth_failure,True
Urgent complaint: the virtual card I created expired before I could use it. No warning was given. I'm very disappointed.,virtual_card_issue,True
I need help because my Bitcoin purchase through the bank app was deducted from my account but no crypto was received. This is urgently needed.,crypto_wallet_error,True
This is my third complaint about this issue. my debit card was blocked due to 'suspicious activity' but all transactions were made by me. I'm considering switching banks over this.,debit_card_blocked,False
I can't find my virtual card details in the banking app. The option seems to have disappeared. Please look into this immediately.,virtual_card_issue,True
I'm experiencing an issue where i received a late payment fee for my BNPL even though I set up auto-debit. I'm very disappointed.,bnpl_payment_dispute,True
"Dear support team, aTM withdrew money from my account but dispensed the wrong amount.",debit_card_atm,False
I am extremely frustrated because the bank blocked my debit card without sending me a notification or reason. Please resolve this immediately.,debit_card_blocked,False
I want to report a problem: fingerprint banking login worked yesterday but is completely broken today without explanation. I'm very disappointed.,biometric_auth_failure,True
I'm experiencing an issue where qR payment transactions are not appearing in my statement even after 24 hours. I'm very disappointed.,qr_payment_failure,True
My crypto wallet in the bank app disappeared after the latest update.,crypto_wallet_error,True
Urgent complaint: my QR payment was successful but I received no receipt and merchant got no notification. Please look into this immediately.,qr_payment_failure,True
Urgent complaint: i signed up for buy-now-pay-later through your bank but my installment amount is incorrect. Please look into this immediately.,bnpl_payment_dispute,True
"My BNPL credit limit was reduced without any notification, causing my recent purchase to fail.",bnpl_payment_dispute,True
"I've been a loyal customer for years and now i'm embarrassed — my MegaBank credit card was declined in front of everyone at the restaurant, even with sufficient credit limit.",credit_card_declined,False
I want to report a problem: qR payment transactions are not appearing in my statement even after 24 hours. I'm very disappointed.,qr_payment_failure,True
Urgent complaint: the QR scanner in your app doesn't open. I tap the icon and nothing happens. Please look into this immediately.,qr_payment_failure,True
Cannot use Touch ID to log into the banking app since the last software update. I'm very disappointed.,biometric_auth_failure,True
"Hi, I'm writing to complain that my ETC card always worked before but suddenly stopped being recognized at toll gates. This is affecting my daily life.",etc_card_toll,False
I've been a loyal customer for years and now i cannot use my debit card online. It's being declined for all internet purchases. I will escalate to the regulator if this is not resolved.,debit_card_blocked,False
Credit card declined for a recurring subscription payment I've been making for 2 years. Please resolve this immediately.,credit_card_declined,False
I'm experiencing an issue where my face recognition login stopped working after the latest bank app update. It keeps saying 'Face not recognized'. Please look into this immediately.,biometric_auth_failure,True
Urgent complaint: my crypto portfolio value is not updating in real time. Prices are hours behind.,crypto_wallet_error,True
I am extremely frustrated because oTP verification keeps failing. The code you send doesn't match what the app expects.,mobile_app_otp,False
ETC card works at some toll booths but not others. Inconsistent behavior is causing issues.,etc_card_toll,False
This is my third complaint about this issue. i deposited a cheque 5 days ago but it hasn't appeared in my account balance.,account_balance,False
"QR payments work inconsistently — sometimes succeed, sometimes fail for no apparent reason. I'm very disappointed.",qr_payment_failure,True
The BNPL feature approved my purchase but the merchant didn't receive payment. I'm very disappointed.,bnpl_payment_dispute,True
"Hi, I'm writing to complain that i was fined for not paying toll because my ETC card wasn't recognized. Please help. I expect a response within 24 hours.",etc_card_toll,False
QR payment at Lazada failed halfway through. Money was deducted but I have no transaction record. Please look into this immediately.,qr_payment_failure,True
I'm experiencing an issue where i cannot convert my crypto to cash through your bank platform. The option is grayed out.,crypto_wallet_error,True
This is my third complaint about this issue. my salary was credited but an unauthorized debit brought my balance to nearly zero. Please resolve this immediately.,account_balance,False
I need urgent help — sMS OTP is going to my old phone number even after I updated it in the app.,mobile_app_otp,False
I'm contacting you because my fixed deposit maturity amount was not credited to my account on the due date. I will escalate to the regulator if this is not resolved.,account_balance,False
I need help because i can't view my BNPL installment schedule in the mobile banking app. I'm very disappointed.,bnpl_payment_dispute,True
"I'm getting 'Transaction declined' when trying to transfer funds, but my balance is sufficient. I will escalate to the regulator if this is not resolved.",mobile_app_transfer,False
This is my third complaint about this issue. the authentication code you sent is 6 digits but the app field only accepts 4 digits.,mobile_app_otp,False
I want to report a problem: the fingerprint scanner in the banking app doesn't respond when I place my finger on it. This is urgently needed.,biometric_auth_failure,True
"Hi, I'm writing to complain that i'm not receiving the OTP SMS needed to complete my transaction. I've been waiting 30 minutes.",mobile_app_otp,False
QR payment transactions are not appearing in my statement even after 24 hours. Please look into this immediately.,qr_payment_failure,True
SMS OTP is going to my old phone number even after I updated it in the app. Please resolve this immediately.,mobile_app_otp,False
This is unacceptable. i updated the app last night and now I can't log in. The screen goes blank after I enter my credentials.,mobile_app_login,False
"Dear support team, the top-up limit for my ETC card was reduced without notice. I cannot add the amount I need.",etc_card_topup,False
I am extremely frustrated because mobile banking app doubled my transfer — debited my account twice for a single transaction.,mobile_app_transfer,False
My virtual card was blocked after one declined transaction online. I'm very disappointed.,virtual_card_issue,True
I need urgent help — the transfer confirmation page in the app keeps refreshing without completing the transaction. I'm considering switching banks over this.,mobile_app_transfer,False
I want to report a problem: face unlock for banking is always showing 'Verification failed'. My face is the same! I'm very disappointed.,biometric_auth_failure,True
I need help because i'm getting charged for virtual card transactions I never made. This is urgently needed.,virtual_card_issue,True
The app freezes for 5 minutes every time I try to view my credit card bill.,mobile_app_crash,False
I set a crypto limit order but it was never executed even though the price target was reached.,crypto_wallet_error,True
I am extremely frustrated because the app asks for my password then immediately freezes. I have to force close it and start over.,mobile_app_login,False
I want to report a problem: i can't use fingerprint authentication to approve payments anymore. The sensor keeps timing out.,biometric_auth_failure,True
The toll plaza scanner rejected my ETC card three times. I had to pay cash as a result. I will escalate to the regulator if this is not resolved.,etc_card_toll,False
I've been a loyal customer for years and now my debit card got stuck in the ATM slot. It won't come out and the screen has gone blank.,debit_card_atm,False
This is my third complaint about this issue. i've noticed regular small debits from my account that I don't recognize. Possible fraud. I will escalate to the regulator if this is not resolved.,account_balance,False
I need urgent help — i did a balance inquiry at the ATM and it showed a lower balance than what's in my account.,debit_card_atm,False
Urgent complaint: my bank's digital asset account was locked without any explanation or notice.,crypto_wallet_error,True
I'm being charged an annual fee I never agreed to on my credit card account. This is affecting my daily life.,credit_card_billing,False
I cannot withdraw crypto to my hardware wallet. The destination address field rejects valid addresses. This is urgently needed.,crypto_wallet_error,True
The QR scanner in your app doesn't open. I tap the icon and nothing happens. Please look into this immediately.,qr_payment_failure,True
I need urgent help — i deposited a cheque 5 days ago but it hasn't appeared in my account balance. This is affecting my daily life.,account_balance,False
"I am extremely frustrated because i'm getting 'Transaction declined' when trying to transfer funds, but my balance is sufficient. This is affecting my daily life.",mobile_app_transfer,False
I need help because i cannot enable QR payments in settings. The toggle switches on but reverts immediately.,qr_payment_failure,True
Urgent complaint: i can't find my virtual card details in the banking app. The option seems to have disappeared.,virtual_card_issue,True
I'm being charged interest on my BNPL plan even though it was advertised as interest-free.,bnpl_payment_dispute,True
Urgent complaint: the virtual card I created expired before I could use it. No warning was given. This is urgently needed.,virtual_card_issue,True
"Dear support team, my debit card got stuck in the ATM slot. It won't come out and the screen has gone blank.",debit_card_atm,False
"Dear support team, the transfer confirmation page in the app keeps refreshing without completing the transaction. I'm considering switching banks over this.",mobile_app_transfer,False
I want to report a problem: qR payment limit is too low — I can't use it for larger purchases even with sufficient balance.,qr_payment_failure,True
I'm contacting you because your app has been crashing non-stop since the latest iOS update. Please release a patch. I expect a response within 24 hours.,mobile_app_crash,False
The fingerprint scanner in the banking app doesn't respond when I place my finger on it. I'm very disappointed.,biometric_auth_failure,True
This is my third complaint about this issue. the app asks for my password then immediately freezes. I have to force close it and start over. I will escalate to the regulator if this is not resolved.,mobile_app_login,False
I need help because i tried to pay via QR code and got error 'QR session expired' every time I scan. This is urgently needed.,qr_payment_failure,True
"Hi, I'm writing to complain that my credit card was declined when I tried to pay for my flight tickets. This is urgent.",credit_card_declined,False
"Hi, I'm writing to complain that i returned a product but the refund hasn't appeared on my credit card statement after 3 weeks. This is affecting my daily life.",credit_card_billing,False
Urgent complaint: your app's face recognition feature is not working in low light. I have to type my password every time. Please look into this immediately.,biometric_auth_failure,True
I made a BNPL purchase but it doesn't appear in my loan or installment section.,bnpl_payment_dispute,True
I need help because i signed up for buy-now-pay-later through your bank but my installment amount is incorrect. This is urgently needed.,bnpl_payment_dispute,True
I need help because i registered my fingerprint for banking authentication but it no longer works. The app rejects my fingerprint every time.,biometric_auth_failure,True
"QR payments work inconsistently — sometimes succeed, sometimes fail for no apparent reason. This is urgently needed.",qr_payment_failure,True
"Hi, I'm writing to complain that mobile banking app is extremely slow. It takes over 2 minutes to load my account balance.",mobile_app_crash,False
I'm experiencing an issue where i registered my fingerprint for banking authentication but it no longer works. The app rejects my fingerprint every time.,biometric_auth_failure,True
I've been a loyal customer for years and now the toll system said my ETC card was invalid even though it's registered and topped up. I will escalate to the regulator if this is not resolved.,etc_card_toll,False
"Dear support team, top-up transaction for my ETC card is showing 'processing' for 48 hours with no update.",etc_card_topup,False
I'm contacting you because my credit card transaction was declined at a supermarket. I had more than enough credit available.,credit_card_declined,False
My crypto wallet in the bank app disappeared after the latest update.,crypto_wallet_error,True
"Hi, I'm writing to complain that eTC card transponder seems to have failed. I'm getting error beeps at every toll plaza. I'm considering switching banks over this.",etc_card_toll,False
Urgent complaint: i'm getting charged for virtual card transactions I never made. Please look into this immediately.,virtual_card_issue,True
I'm contacting you because i deposited a cheque 5 days ago but it hasn't appeared in my account balance. I will escalate to the regulator if this is not resolved.,account_balance,False
I need help because biometric authentication stopped working on my phone after I changed my screen protector. Please look into this immediately.,biometric_auth_failure,True
I need urgent help — my account balance shows negative even though I have funds deposited. This looks like a system error. I'm considering switching banks over this.,account_balance,False
I want to report a problem: i set a crypto limit order but it was never executed even though the price target was reached.,crypto_wallet_error,True
"Hi, I'm writing to complain that there are duplicate debits on my account that don't match any transaction I made. I will escalate to the regulator if this is not resolved.",account_balance,False
QR payment at Grab failed halfway through. Money was deducted but I have no transaction record.,qr_payment_failure,True
I want to report a problem: i paid via QR code but the merchant's system shows payment not received while my account was debited.,qr_payment_failure,True
I tried to enroll a purchase in BNPL but the option was greyed out in the app. This is urgently needed.,bnpl_payment_dispute,True
I am extremely frustrated because i'm unable to reset my online banking password. The 'Forgot Password' link doesn't work.,online_banking_access,False
I want to report a problem: i can't use fingerprint authentication to approve payments anymore. The sensor keeps timing out.,biometric_auth_failure,True
Cannot use Touch ID to log into the banking app since the last software update. This is urgently needed.,biometric_auth_failure,True
My Bitcoin purchase through the bank app was deducted from my account but no crypto was received. Please look into this immediately.,crypto_wallet_error,True
I want to report a problem: the QR code shown in your app is blurry and merchants cannot scan it. Please look into this immediately.,qr_payment_failure,True
I've been a loyal customer for years and now the fingerprint login on my banking app suddenly stopped working. I cannot get into my account at all. I will escalate to the regulator if this is not resolved.,mobile_app_login,False
I'm experiencing an issue where qR payment limit is too low — I can't use it for larger purchases even with sufficient balance.,qr_payment_failure,True
I need help because i cannot delete an old virtual card in the app. The delete button is not working. This is urgently needed.,virtual_card_issue,True
I need urgent help — the mobile app is saying my OTP is incorrect even though I'm entering it exactly as received. Please resolve this immediately.,mobile_app_otp,False
I need urgent help — i did a balance inquiry at the ATM and it showed a lower balance than what's in my account. I expect a response within 24 hours.,debit_card_atm,False
The transfer confirmation page in the app keeps refreshing without completing the transaction. Please resolve this immediately.,mobile_app_transfer,False
This is my third complaint about this issue. online top-up for my ETC card failed but the payment was debited from my bank account.,etc_card_topup,False
Urgent complaint: qR payment via your banking app keeps saying 'Invalid QR code' even for merchants I've paid before.,qr_payment_failure,True
I've been waiting 3 days for an ETC top-up to reflect on my card. Customer service is not helping. I'm considering switching banks over this.,etc_card_topup,False
My BNPL payment was rejected even though I have sufficient balance in my account.,bnpl_payment_dispute,True
I'm experiencing an issue where i signed up for buy-now-pay-later through your bank but my installment amount is incorrect. This is urgently needed.,bnpl_payment_dispute,True
My debit card was suddenly blocked. I cannot use it for any transactions. I expect a response within 24 hours.,debit_card_blocked,False
I want to report a problem: i tried to send crypto to an external wallet but the transfer has been stuck 'pending' for 3 days. I'm very disappointed.,crypto_wallet_error,True
This is unacceptable. i was fined for not paying toll because my ETC card wasn't recognized. Please help. I expect a response within 24 hours.,etc_card_toll,False
My QR payment was successful but I received no receipt and merchant got no notification.,qr_payment_failure,True
I was not informed about the processing fee when I signed up for BNPL.,bnpl_payment_dispute,True
I need urgent help — i'm experiencing constant app crashes on my OnePlus 12. The app is unusable right now. I will escalate to the regulator if this is not resolved.,mobile_app_crash,False
"Hi, I'm writing to complain that my account shows a credit reversal that I never initiated. Balance is now lower than expected.",account_balance,False
I tried to pay via QR code and got error 'QR session expired' every time I scan. This is urgently needed.,qr_payment_failure,True
Online banking login page is down. I've tried multiple browsers and devices. I will escalate to the regulator if this is not resolved.,online_banking_access,False
I am extremely frustrated because the ATM near Petaling Jaya is broken and captured my debit card. Please retrieve it urgently. This is affecting my daily life.,debit_card_atm,False
I want to report a problem: i cannot convert my crypto to cash through your bank platform. The option is grayed out. This is urgently needed.,crypto_wallet_error,True
I'm experiencing an issue where i cancelled a BNPL purchase but I'm still being charged monthly installments.,bnpl_payment_dispute,True
QR payment transactions are not appearing in my statement even after 24 hours. Please look into this immediately.,qr_payment_failure,True
I need urgent help — login button is not responding on the mobile banking app. I've tapped it dozens of times.,mobile_app_login,False
I'm contacting you because aTM dispensed short of the requested amount but debited my account for the full amount. I'm considering switching banks over this.,debit_card_atm,False
I need help because i cannot delete an old virtual card in the app. The delete button is not working. Please look into this immediately.,virtual_card_issue,True
"Hi, I'm writing to complain that my card was declined for a small transaction of RM 2,686.59. This makes no sense given my credit limit. I expect a response within 24 hours.",credit_card_declined,False
I need help because i generated a virtual card for online shopping but it was declined immediately.,virtual_card_issue,True
I need help because my face recognition login stopped working after the latest bank app update. It keeps saying 'Face not recognized'. I'm very disappointed.,biometric_auth_failure,True
This is my third complaint about this issue. my debit card was suddenly blocked. I cannot use it for any transactions.,debit_card_blocked,False
"Hi, I'm writing to complain that my credit card transaction was declined at a supermarket. I had more than enough credit available.",credit_card_declined,False
I am extremely frustrated because my ETC card always worked before but suddenly stopped being recognized at toll gates.,etc_card_toll,False
Virtual card details are not loading in the app. The section just shows a blank screen. I'm very disappointed.,virtual_card_issue,True
"Dear support team, the interbank transfer feature in your app has been broken for 3 days. I urgently need to move funds. Please resolve this immediately.",mobile_app_transfer,False
I want to report a problem: i want to cancel my BNPL plan but there's no cancellation option in the app.,bnpl_payment_dispute,True
QR payment at Grab failed halfway through. Money was deducted but I have no transaction record. This is urgently needed.,qr_payment_failure,True
Urgent complaint: banking app biometric verification fails every single attempt. Forces me to use password. I'm very disappointed.,biometric_auth_failure,True
I want to report a problem: qR payment at Shopee failed halfway through. Money was deducted but I have no transaction record. This is urgently needed.,qr_payment_failure,True
I'm experiencing an issue where the banking app keeps prompting me to register biometrics even though I already did it. I'm very disappointed.,biometric_auth_failure,True
I need urgent help — my debit card was blocked after one failed PIN attempt. This is very inconvenient. I expect a response within 24 hours.,debit_card_blocked,False
I'm experiencing an issue where my bank's buy-now-pay-later shows a due amount that doesn't match my purchase total.,bnpl_payment_dispute,True
Urgent complaint: my bank's digital asset account was locked without any explanation or notice.,crypto_wallet_error,True
"Dear support team, i tried to transfer RM 519.30 to my savings account via the mobile app but the transaction failed and the money is gone. I will escalate to the regulator if this is not resolved.",mobile_app_transfer,False
My bank's crypto wallet balance is showing incorrect amounts after a recent transfer.,crypto_wallet_error,True
I can't find my virtual card details in the banking app. The option seems to have disappeared.,virtual_card_issue,True
My credit card keeps getting declined even though I paid off the full balance last week. I will escalate to the regulator if this is not resolved.,credit_card_declined,False
I'm experiencing an issue where my BNPL payment was rejected even though I have sufficient balance in my account. This is urgently needed.,bnpl_payment_dispute,True
I need help because biometric login on your app is completely broken on my Samsung Galaxy S24. Face ID was working perfectly before. Please look into this immediately.,biometric_auth_failure,True
My face recognition login stopped working after the latest bank app update. It keeps saying 'Face not recognized'. This is urgently needed.,biometric_auth_failure,True
I cannot delete an old virtual card in the app. The delete button is not working.,virtual_card_issue,True
This is my third complaint about this issue. eTC card transponder seems to have failed. I'm getting error beeps at every toll plaza. This is affecting my daily life.,etc_card_toll,False
I want to cancel my BNPL plan but there's no cancellation option in the app.,bnpl_payment_dispute,True
I'm experiencing an issue where the virtual card I created expired before I could use it. No warning was given. I'm very disappointed.,virtual_card_issue,True
I need help because i paid off my BNPL balance early but the account still shows outstanding amount. Please look into this immediately.,bnpl_payment_dispute,True
The QR code shown in your app is blurry and merchants cannot scan it. Please look into this immediately.,qr_payment_failure,True
Urgent complaint: i cannot delete an old virtual card in the app. The delete button is not working. Please look into this immediately.,virtual_card_issue,True
Urgent complaint: i tried to pay via QR code and got error 'QR session expired' every time I scan.,qr_payment_failure,True
"Hi, I'm writing to complain that the app crashes after the latest update v6.8.3. Please fix this urgently. I will escalate to the regulator if this is not resolved.",mobile_app_crash,False
QR code payment is extremely slow — takes over 2 minutes to process at the checkout. Please look into this immediately.,qr_payment_failure,True
I'm experiencing an issue where my bank's buy-now-pay-later shows a due amount that doesn't match my purchase total. I'm very disappointed.,bnpl_payment_dispute,True
The QR code shown in your app is blurry and merchants cannot scan it.,qr_payment_failure,True
Biometric login on your app is completely broken on my iPhone 14 Pro. Face ID was working perfectly before. This is urgently needed.,biometric_auth_failure,True
I need urgent help — mobile app keeps logging me out immediately after I sign in. This is happening on my Huawei P60. I will escalate to the regulator if this is not resolved.,mobile_app_login,False
My credit card ending in 8126 was declined at a Shell store even though I have available credit.,credit_card_declined,False
I'm experiencing an issue where the virtual card I created expired before I could use it. No warning was given. This is urgently needed.,virtual_card_issue,True
My bank's digital asset account was locked without any explanation or notice.,crypto_wallet_error,True
QR payment transactions are not appearing in my statement even after 24 hours. I'm very disappointed.,qr_payment_failure,True
I need urgent help — i keep getting 'Card declined' error when using my credit card for contactless payments. I'm considering switching banks over this.,credit_card_declined,False
The BNPL feature approved my purchase but the merchant didn't receive payment.,bnpl_payment_dispute,True
My BNPL plan was supposed to be 12 months but it's charging me as if it's 6 months. Please look into this immediately.,bnpl_payment_dispute,True
I can't find my virtual card details in the banking app. The option seems to have disappeared. This is urgently needed.,virtual_card_issue,True
Urgent complaint: the QR code shown in your app is blurry and merchants cannot scan it. This is urgently needed.,qr_payment_failure,True
I've been a loyal customer for years and now my fixed deposit maturity amount was not credited to my account on the due date. Please resolve this immediately.,account_balance,False
I need help because my virtual card was blocked after one declined transaction online. I'm very disappointed.,virtual_card_issue,True
I enrolled my fingerprint for mobile banking but the system says it's not recognized. I'm very disappointed.,biometric_auth_failure,True
I paid via QR code but the merchant's system shows payment not received while my account was debited. I'm very disappointed.,qr_payment_failure,True
ETC card top-up via ATM was successful but the balance on the card wasn't updated. I will escalate to the regulator if this is not resolved.,etc_card_topup,False
This is unacceptable. mobile banking app is extremely slow. It takes over 2 minutes to load my account balance. I will escalate to the regulator if this is not resolved.,mobile_app_crash,False
I can't find my virtual card details in the banking app. The option seems to have disappeared. Please look into this immediately.,virtual_card_issue,True
I want to cancel my BNPL plan but there's no cancellation option in the app. This is urgently needed.,bnpl_payment_dispute,True
Urgent complaint: i can't view my BNPL installment schedule in the mobile banking app. Please look into this immediately.,bnpl_payment_dispute,True
I'm experiencing an issue where i'm being charged excessive fees for crypto transactions that weren't disclosed upfront. This is urgently needed.,crypto_wallet_error,True
Cannot use Touch ID to log into the banking app since the last software update. Please look into this immediately.,biometric_auth_failure,True
The bank's crypto exchange rate is way off market rate — I'm losing money on every conversion. I'm very disappointed.,crypto_wallet_error,True
"Dear support team, the toll system said my ETC card was invalid even though it's registered and topped up. I'm considering switching banks over this.",etc_card_toll,False
I was not informed about the processing fee when I signed up for BNPL. This is urgently needed.,bnpl_payment_dispute,True
My credit card ending in 5441 was declined at a AEON Mall store even though I have available credit. I will escalate to the regulator if this is not resolved.,credit_card_declined,False
I cannot withdraw crypto to my hardware wallet. The destination address field rejects valid addresses. Please look into this immediately.,crypto_wallet_error,True
I cannot enable QR payments in settings. The toggle switches on but reverts immediately.,qr_payment_failure,True
This is my third complaint about this issue. my debit card was suddenly blocked. I cannot use it for any transactions. Please resolve this immediately.,debit_card_blocked,False
My BNPL payment was rejected even though I have sufficient balance in my account. I'm very disappointed.,bnpl_payment_dispute,True
I need help because my bank's buy-now-pay-later shows a due amount that doesn't match my purchase total.,bnpl_payment_dispute,True
I was not informed about the processing fee when I signed up for BNPL. Please look into this immediately.,bnpl_payment_dispute,True
"Dear support team, i'm unable to make overseas transfers via the app. It keeps timing out at the final step.",mobile_app_transfer,False
Urgent complaint: qR payment transactions are not appearing in my statement even after 24 hours. I'm very disappointed.,qr_payment_failure,True
I want to report a problem: face unlock for banking is always showing 'Verification failed'. My face is the same! Please look into this immediately.,biometric_auth_failure,True
Urgent complaint: i'm unable to add my virtual card to Google Pay. The verification keeps failing. I'm very disappointed.,virtual_card_issue,True
Urgent complaint: i set spending limits on my virtual card but the limit is being ignored.,virtual_card_issue,True
I tried to transfer crypto from my bank's digital wallet but the transaction failed. This is urgently needed.,crypto_wallet_error,True
"Hi, I'm writing to complain that my salary was credited but an unauthorized debit brought my balance to nearly zero.",account_balance,False
I am extremely frustrated because the authentication code you sent is 6 digits but the app field only accepts 4 digits. Please resolve this immediately.,mobile_app_otp,False
I need help because i can't view my BNPL installment schedule in the mobile banking app. I'm very disappointed.,bnpl_payment_dispute,True
"Urgent complaint: after re-registering my face 5 times, the biometric login still fails consistently. This is urgently needed.",biometric_auth_failure,True
I'm being charged excessive fees for crypto transactions that weren't disclosed upfront. I'm very disappointed.,crypto_wallet_error,True
"Hi, I'm writing to complain that i tried to use my credit card at Lazada but it was declined without any reason. This is affecting my daily life.",credit_card_declined,False
"Dear support team, banking app keeps crashing after I tap on 'View Statement'. Other features work fine. Please resolve this immediately.",mobile_app_crash,False
"I'm contacting you because your mobile app login page just spins and never loads. I've been unable to access my account since March 14, 2026. I expect a response within 24 hours.",mobile_app_login,False
Urgent complaint: i can't use fingerprint authentication to approve payments anymore. The sensor keeps timing out. This is urgently needed.,biometric_auth_failure,True
I am extremely frustrated because aTM withdrew money from my account but dispensed the wrong amount. I expect a response within 24 hours.,debit_card_atm,False
