complaint_text,topic
This is unacceptable. online banking login page is down. I've tried multiple browsers and devices. Please resolve this immediately.,online_banking_access
I need urgent help — aTM dispensed short of the requested amount but debited my account for the full amount. I expect a response within 24 hours.,debit_card_atm
The ATM near Mont Kiara is broken and captured my debit card. Please retrieve it urgently.,debit_card_atm
"Dear support team, credit card is being declined for international online purchases. Please check if international transactions are blocked. I will escalate to the regulator if this is not resolved.",credit_card_declined
This is unacceptable. i tried to use my credit card at Shopee but it was declined without any reason.,credit_card_declined
"Dear support team, i inserted my debit card in your ATM and it got stuck. The machine ate my card.",debit_card_atm
I'm contacting you because eTC card transponder seems to have failed. I'm getting error beeps at every toll plaza. This is affecting my daily life.,etc_card_toll
I cannot use my debit card online. It's being declined for all internet purchases. I'm considering switching banks over this.,debit_card_blocked
Mobile app is unresponsive after I switch between accounts. I have to reinstall it every time.,mobile_app_crash
This is unacceptable. credit card declined for a recurring subscription payment I've been making for 2 years.,credit_card_declined
"Hi, I'm writing to complain that i couldn't pay my hotel bill because your credit card was declined. This caused serious embarrassment. I will escalate to the regulator if this is not resolved.",credit_card_declined
Top-up transaction for my ETC card is showing 'processing' for 48 hours with no update.,etc_card_topup
App is stuck on the loading screen after I enter my login details. This has happened for two days straight. This is affecting my daily life.,mobile_app_login
I am extremely frustrated because aTM dispensed short of the requested amount but debited my account for the full amount. Please resolve this immediately.,debit_card_atm
I've been a loyal customer for years and now i've noticed regular small debits from my account that I don't recognize. Possible fraud.,account_balance
"Dear support team, i'm getting 'Session expired' error right after I log in. Cannot stay logged into the app. I'm considering switching banks over this.",mobile_app_login
"Dear support team, the toll system said my ETC card was invalid even though it's registered and topped up. This is affecting my daily life.",etc_card_toll
"Dear support team, my card was declined for a small transaction of RM 2,718.73. This makes no sense given my credit limit.",credit_card_declined
"Hi, I'm writing to complain that i cannot access your internet banking portal. The website keeps showing a '503 Service Unavailable' error. This is affecting my daily life.",online_banking_access
"Every time I try to log into the PrimeBank app, it shows an error code 3144 and kicks me out. I'm considering switching banks over this.",mobile_app_login
I need urgent help — my debit card was blocked after one failed PIN attempt. This is very inconvenient. I expect a response within 24 hours.,debit_card_blocked
I was fined for not paying toll because my ETC card wasn't recognized. Please help. I will escalate to the regulator if this is not resolved.,etc_card_toll
"I've been a loyal customer for years and now i tried to withdraw RM 2,951.82 from the ATM but it failed and I was still charged.",debit_card_atm
The banking app goes completely black and then crashes when I try to access my loan details. Please resolve this immediately.,mobile_app_crash
I'm contacting you because i cannot access your internet banking portal. The website keeps showing a '503 Service Unavailable' error.,online_banking_access
This is my third complaint about this issue. i tried to use my CitiCore Bank debit card and got a 'Card restricted' message. I haven't done anything wrong. I will escalate to the regulator if this is not resolved.,debit_card_blocked
Your mobile banking app crashes every time I try to open it on my Huawei P60. This is affecting my daily life.,mobile_app_crash
"Hi, I'm writing to complain that my credit card keeps getting declined even though I paid off the full balance last week.",credit_card_declined
"Dear support team, i'm experiencing constant app crashes on my Pixel 8. The app is unusable right now. I'm considering switching banks over this.",mobile_app_crash
This is unacceptable. debit card shows as frozen in the app but I didn't freeze it. Please unblock it. This is affecting my daily life.,debit_card_blocked
"Dear support team, my credit card transaction was declined at a supermarket. I had more than enough credit available. I will escalate to the regulator if this is not resolved.",credit_card_declined
This is unacceptable. i tried to use my PrimeBank debit card and got a 'Card restricted' message. I haven't done anything wrong. I will escalate to the regulator if this is not resolved.,debit_card_blocked
"Hi, I'm writing to complain that oTP verification keeps failing. The code you send doesn't match what the app expects.",mobile_app_otp
I am extremely frustrated because there is an unknown charge from a merchant I've never heard of on my credit card bill. I'm considering switching banks over this.,credit_card_billing
I've been a loyal customer for years and now credit card declined for a recurring subscription payment I've been making for 2 years.,credit_card_declined
I've been waiting 3 days for an ETC top-up to reflect on my card. Customer service is not helping. Please resolve this immediately.,etc_card_topup
There are duplicate debits on my account that don't match any transaction I made.,account_balance
I've requested OTP 10 times in the last hour and haven't received a single one. I expect a response within 24 hours.,mobile_app_otp
My debit card was blocked overnight. I need it for daily expenses and this is causing hardship. I expect a response within 24 hours.,debit_card_blocked
I am extremely frustrated because aTM withdrew money from my account but dispensed the wrong amount. This is affecting my daily life.,debit_card_atm
My ETC card was not recognized at the toll booth on the highway today.,etc_card_toll
I need urgent help — my debit card was blocked after one failed PIN attempt. This is very inconvenient. I'm considering switching banks over this.,debit_card_blocked
"Hi, I'm writing to complain that sMS OTP is going to my old phone number even after I updated it in the app.",mobile_app_otp
I've been a loyal customer for years and now app crashes when I try to upload a photo of my check for mobile deposit. I expect a response within 24 hours.,mobile_app_crash
I see a charge of RM 973.67 on my credit card statement that I did not authorize.,credit_card_billing
"Hi, I'm writing to complain that credit card declined for an online purchase of RM 4,177.87. My card is active and not expired.",credit_card_declined
"Dear support team, eTC card works at some toll booths but not others. Inconsistent behavior is causing issues. I'm considering switching banks over this.",etc_card_toll
"I've been a loyal customer for years and now my savings account balance dropped by RM 4,363.49 overnight with no transaction showing on my statement.",account_balance
This is unacceptable. credit card is being declined for international online purchases. Please check if international transactions are blocked. I expect a response within 24 hours.,credit_card_declined
I am extremely frustrated because fund transfer on the mobile banking app shows 'Pending' for over 24 hours. The amount has been deducted. This is affecting my daily life.,mobile_app_transfer
"Dear support team, credit card declined for a recurring subscription payment I've been making for 2 years. I will escalate to the regulator if this is not resolved.",credit_card_declined
I've been a loyal customer for years and now i was charged for an ATM withdrawal that never happened. The machine malfunctioned.,debit_card_atm
"Dear support team, mobile app transfer failed midway. The money left my account but the recipient didn't receive it. Please resolve this immediately.",mobile_app_transfer
I need urgent help — i'm not getting 2FA codes via your banking app. My phone number is correct in your system. This is affecting my daily life.,mobile_app_otp
"Dear support team, i keep getting 'Card declined' error when using my credit card for contactless payments. Please resolve this immediately.",credit_card_declined
"Hi, I'm writing to complain that my ETC card was not recognized at the toll booth on the highway today. Please resolve this immediately.",etc_card_toll
I couldn't pay my hotel bill because your credit card was declined. This caused serious embarrassment. I will escalate to the regulator if this is not resolved.,credit_card_declined
I am extremely frustrated because aTM withdrew money from my account but dispensed the wrong amount. I expect a response within 24 hours.,debit_card_atm
This is my third complaint about this issue. i was charged for an ATM withdrawal that never happened. The machine malfunctioned.,debit_card_atm
"Dear support team, my new debit card was blocked before I even activated it. I cannot make any purchases.",debit_card_blocked
This is unacceptable. i was charged for an ATM withdrawal that never happened. The machine malfunctioned.,debit_card_atm
This is unacceptable. oTP is not being sent to my registered mobile number (531)596-3683x5079. I cannot complete my login. Please resolve this immediately.,mobile_app_otp
This is my third complaint about this issue. eTC card auto top-up feature stopped working. My card balance is zero and I can't pay tolls. I'm considering switching banks over this.,etc_card_topup
"I've been a loyal customer for years and now i'm embarrassed — my MegaBank credit card was declined in front of everyone at the restaurant, even with sufficient credit limit. I expect a response within 24 hours.",credit_card_declined
I am extremely frustrated because cannot sign into mobile banking — it keeps asking me to re-register my device even though I've done it multiple times. I will escalate to the regulator if this is not resolved.,mobile_app_login
This is my third complaint about this issue. eTC card transponder seems to have failed. I'm getting error beeps at every toll plaza.,etc_card_toll
I've been a loyal customer for years and now i'm not receiving the OTP SMS needed to complete my transaction. I've been waiting 30 minutes. I will escalate to the regulator if this is not resolved.,mobile_app_otp
I've noticed regular small debits from my account that I don't recognize. Possible fraud. I will escalate to the regulator if this is not resolved.,account_balance
I'm contacting you because the toll plaza scanner rejected my ETC card three times. I had to pay cash as a result. Please resolve this immediately.,etc_card_toll
I'm contacting you because transfer limit in the mobile app was changed without my consent. Now I cannot send large amounts.,mobile_app_transfer
I've requested OTP 10 times in the last hour and haven't received a single one. I will escalate to the regulator if this is not resolved.,mobile_app_otp
This is unacceptable. oTP verification keeps failing. The code you send doesn't match what the app expects. I will escalate to the regulator if this is not resolved.,mobile_app_otp
"I need urgent help — aTM swallowed my debit card and didn't dispense the RM 3,508.50 I requested. I will escalate to the regulator if this is not resolved.",debit_card_atm
"Hi, I'm writing to complain that the app crashes after the latest update v8.2.2. Please fix this urgently.",mobile_app_crash
I need urgent help — i was charged for an ATM withdrawal that never happened. The machine malfunctioned. This is affecting my daily life.,debit_card_atm
I've been a loyal customer for years and now the banking app on my Pixel 8 won't let me sign in. I've tried resetting my password three times but the login still fails. This is affecting my daily life.,mobile_app_login
I've been waiting 3 days for an ETC top-up to reflect on my card. Customer service is not helping.,etc_card_topup
"I'm contacting you because i'm embarrassed — my PrimeBank credit card was declined in front of everyone at the restaurant, even with sufficient credit limit. I'm considering switching banks over this.",credit_card_declined
I need urgent help — i keep getting 'Card declined' error when using my credit card for contactless payments.,credit_card_declined
I keep getting 'Card declined' error when using my credit card for contactless payments.,credit_card_declined
I've been a loyal customer for years and now i tried to top up my ETC card via the mobile app but the top-up failed and money was deducted.,etc_card_topup
"Dear support team, i inserted my debit card in your ATM and it got stuck. The machine ate my card. I will escalate to the regulator if this is not resolved.",debit_card_atm
App closes unexpectedly while I'm in the middle of making a payment. Very frustrating. Please resolve this immediately.,mobile_app_crash
I've been a loyal customer for years and now my debit card got stuck in the ATM slot. It won't come out and the screen has gone blank.,debit_card_atm
I'm contacting you because my ETC card was not recognized at the toll booth on the highway today. Please resolve this immediately.,etc_card_toll
I am extremely frustrated because i'm not getting 2FA codes via your banking app. My phone number is correct in your system. I'm considering switching banks over this.,mobile_app_otp
This is my third complaint about this issue. the online banking portal redirects me to an error page every time I try to log in.,online_banking_access
There are duplicate debits on my account that don't match any transaction I made. This is affecting my daily life.,account_balance
"Dear support team, online banking shows my old address and I cannot update my profile. The save button is broken. Please resolve this immediately.",online_banking_access
I need urgent help — i was billed twice for the same transaction at Starbucks on my credit card. I expect a response within 24 hours.,credit_card_billing
I am extremely frustrated because my debit card was suddenly blocked. I cannot use it for any transactions.,debit_card_blocked
I am extremely frustrated because oTP verification keeps failing. The code you send doesn't match what the app expects.,mobile_app_otp
"Dear support team, the app asks for my password then immediately freezes. I have to force close it and start over.",mobile_app_login
I'm contacting you because online banking dashboard shows all zeros — my accounts and transactions are not displaying. Please resolve this immediately.,online_banking_access
Your bank's website certificate has expired and my browser won't let me access online banking. Please resolve this immediately.,online_banking_access
"Dear support team, oTP is not being sent to my registered mobile number 605-881-8775. I cannot complete my login.",mobile_app_otp
This is my third complaint about this issue. your internet banking website is extremely slow and times out before I can complete any transaction. This is affecting my daily life.,online_banking_access
The bank blocked my debit card without sending me a notification or reason. This is affecting my daily life.,debit_card_blocked
I am extremely frustrated because i'm experiencing constant app crashes on my Samsung Galaxy S24. The app is unusable right now. This is affecting my daily life.,mobile_app_crash
The one-time password your app sends has already expired by the time I receive it on my phone.,mobile_app_otp
This is my third complaint about this issue. i couldn't pay my hotel bill because your credit card was declined. This caused serious embarrassment. Please resolve this immediately.,credit_card_declined
I'm contacting you because transfer limit in the mobile app was changed without my consent. Now I cannot send large amounts. Please resolve this immediately.,mobile_app_transfer
This is my third complaint about this issue. app shows transfer was successful but my recipient's bank says no funds received.,mobile_app_transfer
This is unacceptable. i received a toll violation notice even though my ETC card was properly installed. Please resolve this immediately.,etc_card_toll
I need urgent help — fund transfer on the mobile banking app shows 'Pending' for over 24 hours. The amount has been deducted. I will escalate to the regulator if this is not resolved.,mobile_app_transfer
I've been a loyal customer for years and now there are duplicate debits on my account that don't match any transaction I made. I will escalate to the regulator if this is not resolved.,account_balance
"I need urgent help — my OTP SMS is arriving 20 minutes late, causing the code to expire before I can use it.",mobile_app_otp
"Dear support team, i'm getting 'Transaction declined' when trying to transfer funds, but my balance is sufficient. Please resolve this immediately.",mobile_app_transfer
This is my third complaint about this issue. online top-up for my ETC card failed but the payment was debited from my bank account.,etc_card_topup
My debit card was blocked overnight. I need it for daily expenses and this is causing hardship. I expect a response within 24 hours.,debit_card_blocked
I am extremely frustrated because transfer limit in the mobile app was changed without my consent. Now I cannot send large amounts. This is affecting my daily life.,mobile_app_transfer
This is unacceptable. i was fined for not paying toll because my ETC card wasn't recognized. Please help. I'm considering switching banks over this.,etc_card_toll
I've been a loyal customer for years and now i'm experiencing constant app crashes on my Pixel 8. The app is unusable right now.,mobile_app_crash
I need urgent help — my account balance shows negative even though I have funds deposited. This looks like a system error. I'm considering switching banks over this.,account_balance
I'm contacting you because eTC card transponder seems to have failed. I'm getting error beeps at every toll plaza.,etc_card_toll
The Unified Bank app freezes whenever I navigate to the transaction history page. I have to restart my phone.,mobile_app_crash
I tried to use my CitiCore Bank debit card and got a 'Card restricted' message. I haven't done anything wrong. Please resolve this immediately.,debit_card_blocked
The bank blocked my debit card without sending me a notification or reason. Please resolve this immediately.,debit_card_blocked
I am extremely frustrated because credit card reward points were deducted from my account without my knowledge. This is affecting my daily life.,credit_card_billing
"Your mobile app login page just spins and never loads. I've been unable to access my account since January 16, 2026.",mobile_app_login
I am extremely frustrated because banking app keeps crashing after I tap on 'View Statement'. Other features work fine. Please resolve this immediately.,mobile_app_crash
Your internet banking website is extremely slow and times out before I can complete any transaction. I expect a response within 24 hours.,online_banking_access
I keep getting 'Card declined' error when using my credit card for contactless payments. I will escalate to the regulator if this is not resolved.,credit_card_declined
"I need urgent help — i tried to transfer RM 1,630.90 to my savings account via the mobile app but the transaction failed and the money is gone. Please resolve this immediately.",mobile_app_transfer
ETC card works at some toll booths but not others. Inconsistent behavior is causing issues.,etc_card_toll
This is my third complaint about this issue. i keep getting 'Card declined' error when using my credit card for contactless payments. I'm considering switching banks over this.,credit_card_declined
I've been a loyal customer for years and now eTC card works at some toll booths but not others. Inconsistent behavior is causing issues. This is affecting my daily life.,etc_card_toll
"Dear support team, credit card is being declined for international online purchases. Please check if international transactions are blocked.",credit_card_declined
I need urgent help — i updated the app last night and now I can't log in. The screen goes blank after I enter my credentials. I will escalate to the regulator if this is not resolved.,mobile_app_login
I've been a loyal customer for years and now transfer limit in the mobile app was changed without my consent. Now I cannot send large amounts. I'm considering switching banks over this.,mobile_app_transfer
This is unacceptable. i returned a product but the refund hasn't appeared on my credit card statement after 3 weeks.,credit_card_billing
"Hi, I'm writing to complain that i transferred money in but my account balance hasn't updated. The funds seem to have disappeared.",account_balance
"I am extremely frustrated because aTM swallowed my debit card and didn't dispense the RM 4,579.77 I requested. I will escalate to the regulator if this is not resolved.",debit_card_atm
I am extremely frustrated because credit card is being declined for international online purchases. Please check if international transactions are blocked.,credit_card_declined
"I'm contacting you because my OTP SMS is arriving 20 minutes late, causing the code to expire before I can use it. I expect a response within 24 hours.",mobile_app_otp
Credit card reward points were deducted from my account without my knowledge.,credit_card_billing
I've been a loyal customer for years and now eTC card auto top-up feature stopped working. My card balance is zero and I can't pay tolls. I expect a response within 24 hours.,etc_card_topup
"I've been a loyal customer for years and now my savings account balance dropped by RM 3,643.95 overnight with no transaction showing on my statement. I'm considering switching banks over this.",account_balance
This is unacceptable. my new debit card was blocked before I even activated it. I cannot make any purchases.,debit_card_blocked
I'm contacting you because the authentication code you sent is 6 digits but the app field only accepts 4 digits. Please resolve this immediately.,mobile_app_otp
I'm contacting you because i attempted an urgent bank transfer but the app gave an error and I cannot see if it went through. I'm considering switching banks over this.,mobile_app_transfer
This is my third complaint about this issue. the interbank transfer feature in your app has been broken for 3 days. I urgently need to move funds. I expect a response within 24 hours.,mobile_app_transfer
"I've been a loyal customer for years and now i drove through the toll lane and the ETC system didn't detect my card, causing a fine. I expect a response within 24 hours.",etc_card_toll
I need urgent help — the ATM shows my transaction was successful but didn't give me the cash. Please resolve this immediately.,debit_card_atm
I am extremely frustrated because i cannot use my debit card online. It's being declined for all internet purchases.,debit_card_blocked
I need urgent help — my ETC card is not being detected at any toll booth since yesterday. I'm considering switching banks over this.,etc_card_toll
I'm not getting 2FA codes via your banking app. My phone number is correct in your system. This is affecting my daily life.,mobile_app_otp
I am extremely frustrated because i've been waiting 3 days for an ETC top-up to reflect on my card. Customer service is not helping.,etc_card_topup
I'm contacting you because the one-time password your app sends has already expired by the time I receive it on my phone.,mobile_app_otp
"Dear support team, i'm not getting 2FA codes via your banking app. My phone number is correct in your system. Please resolve this immediately.",mobile_app_otp
I received a toll violation notice even though my ETC card was properly installed. I expect a response within 24 hours.,etc_card_toll
I need urgent help — transfer limit in the mobile app was changed without my consent. Now I cannot send large amounts. I'm considering switching banks over this.,mobile_app_transfer
My account shows a credit reversal that I never initiated. Balance is now lower than expected. I will escalate to the regulator if this is not resolved.,account_balance
"Hi, I'm writing to complain that i tried to top up my ETC card via the mobile app but the top-up failed and money was deducted.",etc_card_topup
This is my third complaint about this issue. mobile banking app doubled my transfer — debited my account twice for a single transaction.,mobile_app_transfer
This is my third complaint about this issue. my ETC card always worked before but suddenly stopped being recognized at toll gates.,etc_card_toll
This is my third complaint about this issue. mobile app keeps logging me out immediately after I sign in. This is happening on my OnePlus 12. I will escalate to the regulator if this is not resolved.,mobile_app_login
I did a balance inquiry at the ATM and it showed a lower balance than what's in my account. I'm considering switching banks over this.,debit_card_atm
I've been a loyal customer for years and now online top-up for my ETC card failed but the payment was debited from my bank account. I expect a response within 24 hours.,etc_card_topup
I've been a loyal customer for years and now top-up transaction for my ETC card is showing 'processing' for 48 hours with no update. Please resolve this immediately.,etc_card_topup
OTP verification keeps failing. The code you send doesn't match what the app expects.,mobile_app_otp
I'm contacting you because mobile app transfer failed midway. The money left my account but the recipient didn't receive it. I will escalate to the regulator if this is not resolved.,mobile_app_transfer
I am extremely frustrated because my credit card statement shows a late fee even though I paid the minimum amount on time.,credit_card_billing
"Hi, I'm writing to complain that eTC card transponder seems to have failed. I'm getting error beeps at every toll plaza. I'm considering switching banks over this.",etc_card_toll
I've been a loyal customer for years and now aTM dispensed short of the requested amount but debited my account for the full amount.,debit_card_atm
I'm contacting you because i cannot set a beneficiary in the mobile app to make a transfer. The 'Add Payee' button doesn't work. I will escalate to the regulator if this is not resolved.,mobile_app_transfer
"Hi, I'm writing to complain that the banking app on my OnePlus 12 won't let me sign in. I've tried resetting my password three times but the login still fails. I'm considering switching banks over this.",mobile_app_login
The authentication code you sent is 6 digits but the app field only accepts 4 digits.,mobile_app_otp
"I've been a loyal customer for years and now my card was declined for a small transaction of RM 2,891.82. This makes no sense given my credit limit. I will escalate to the regulator if this is not resolved.",credit_card_declined
This is unacceptable. my debit card got stuck in the ATM slot. It won't come out and the screen has gone blank. Please resolve this immediately.,debit_card_atm
I need urgent help — i keep getting 'Card declined' error when using my credit card for contactless payments. I expect a response within 24 hours.,credit_card_declined
"Dear support team, i keep getting 'Card declined' error when using my credit card for contactless payments.",credit_card_declined
My ETC card is not being detected at any toll booth since yesterday. I expect a response within 24 hours.,etc_card_toll
I've been a loyal customer for years and now i've requested OTP 10 times in the last hour and haven't received a single one.,mobile_app_otp
I cannot use my debit card online. It's being declined for all internet purchases.,debit_card_blocked
I need urgent help — the transfer confirmation page in the app keeps refreshing without completing the transaction. This is affecting my daily life.,mobile_app_transfer
This is unacceptable. eTC card works at some toll booths but not others. Inconsistent behavior is causing issues. I expect a response within 24 hours.,etc_card_toll
I am extremely frustrated because i tried to use my CitiCore Bank debit card and got a 'Card restricted' message. I haven't done anything wrong.,debit_card_blocked
I've been a loyal customer for years and now i tried to use my TrustBank debit card and got a 'Card restricted' message. I haven't done anything wrong. Please resolve this immediately.,debit_card_blocked
This is my third complaint about this issue. i was fined for not paying toll because my ETC card wasn't recognized. Please help. I expect a response within 24 hours.,etc_card_toll
"Hi, I'm writing to complain that i did a balance inquiry at the ATM and it showed a lower balance than what's in my account.",debit_card_atm
The fingerprint login on my banking app suddenly stopped working. I cannot get into my account at all.,mobile_app_login
"This is unacceptable. every time I try to log into the MegaBank app, it shows an error code 4048 and kicks me out. This is affecting my daily life.",mobile_app_login
I've been a loyal customer for years and now app crashes when I try to upload a photo of my check for mobile deposit. I will escalate to the regulator if this is not resolved.,mobile_app_crash
This is unacceptable. i'm unable to reset my online banking password. The 'Forgot Password' link doesn't work.,online_banking_access
I'm contacting you because sMS OTP is going to my old phone number even after I updated it in the app.,mobile_app_otp
My credit card statement shows a late fee even though I paid the minimum amount on time. I will escalate to the regulator if this is not resolved.,credit_card_billing
I need urgent help — i keep requesting OTP but it never arrives. I've checked my signal and SMS inbox. I'm considering switching banks over this.,mobile_app_otp
I've been a loyal customer for years and now i'm getting 'Session expired' error right after I log in. Cannot stay logged into the app. Please resolve this immediately.,mobile_app_login
This is unacceptable. i successfully log into online banking but all menu options are greyed out and unclickable.,online_banking_access
"Hi, I'm writing to complain that app crashes when I try to upload a photo of my check for mobile deposit. I'm considering switching banks over this.",mobile_app_crash
"Dear support team, i've noticed regular small debits from my account that I don't recognize. Possible fraud. Please resolve this immediately.",account_balance
I'm contacting you because my debit card works at ATMs but is declined at POS terminals in shops.,debit_card_blocked
I'm contacting you because your bank's website certificate has expired and my browser won't let me access online banking.,online_banking_access
I need urgent help — the MegaBank app freezes whenever I navigate to the transaction history page. I have to restart my phone. I will escalate to the regulator if this is not resolved.,mobile_app_crash
I'm locked out of online banking after too many incorrect password attempts. Please reset my access.,online_banking_access
I need urgent help — the transfer confirmation page in the app keeps refreshing without completing the transaction. I'm considering switching banks over this.,mobile_app_transfer
The ATM shows my transaction was successful but didn't give me the cash. I expect a response within 24 hours.,debit_card_atm
My ETC card top-up hasn't been credited even after 39 hours. Transaction reference: TXN-TUUZ-155552.,etc_card_topup
I'm contacting you because the NexBank app freezes whenever I navigate to the transaction history page. I have to restart my phone. I will escalate to the regulator if this is not resolved.,mobile_app_crash
"Dear support team, the interbank transfer feature in your app has been broken for 3 days. I urgently need to move funds. Please resolve this immediately.",mobile_app_transfer
I'm contacting you because the PrimeBank app freezes whenever I navigate to the transaction history page. I have to restart my phone. I will escalate to the regulator if this is not resolved.,mobile_app_crash
"Hi, I'm writing to complain that i was fined for not paying toll because my ETC card wasn't recognized. Please help. I'm considering switching banks over this.",etc_card_toll
"Dear support team, login button is not responding on the mobile banking app. I've tapped it dozens of times. I will escalate to the regulator if this is not resolved.",mobile_app_login
This is unacceptable. online banking dashboard shows all zeros — my accounts and transactions are not displaying.,online_banking_access
"I've been a loyal customer for years and now i drove through the toll lane and the ETC system didn't detect my card, causing a fine.",etc_card_toll
"Hi, I'm writing to complain that i was fined for not paying toll because my ETC card wasn't recognized. Please help. I expect a response within 24 hours.",etc_card_toll
My credit card keeps getting declined even though I paid off the full balance last week. I will escalate to the regulator if this is not resolved.,credit_card_declined
"I'm contacting you because eTC card auto reload failed multiple times this month, leaving me unable to use the highway. I expect a response within 24 hours.",etc_card_topup
